sample,isi,spike_num,amp,NAME,DESC,SIZE,COLOR,PIC
1.80E+06,0.0090333,2,-277.446,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0609.png
1.80E+06,0.0048333,3,-146.79405,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0610.png
1.80E+06,0.0055,4,-14.009775,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0611.png
1.80E+06,0.24657,-1,-281.5215,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0612.png
1.80E+06,0.0453,-1,-367.692,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0613.png
1.81E+06,0.087533,-1,-311.1225,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0614.png
1.82E+06,0.30547,-1,-372.255,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0615.png
1.82E+06,0.17993,-1,-353.3985,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0616.png
1.83E+06,0.17237,-1,-306.93,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0617.png
1.84E+06,0.34817,-1,-310.4205,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0618.png
1.84E+06,0.2144,1,-340.665,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0619.png
1.84E+06,0.0098,2,-313.131,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0620.png
1.84E+06,0.0041,3,-153.83355,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0621.png
1.84E+06,0.0070667,4,-41.2074,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0622.png
1.85E+06,0.013267,5,-65.42055,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0623.png
1.85E+06,0.3043,-1,-373.035,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0624.png
1.86E+06,0.037033,-1,-366.054,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0625.png
1.86E+06,0.070833,-1,-328.497,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0626.png
1.86E+06,0.12643,-1,-381.9075,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0627.png
1.87E+06,0.1566,-1,-350.6685,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0628.png
1.88E+06,0.3951,-1,-344.643,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0629.png
1.88E+06,0.0284,-1,-337.4865,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0630.png
1.88E+06,0.1679,1,-380.9715,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0631.png
1.88E+06,0.0121,2,-310.206,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0632.png
1.88E+06,0.0047333,3,-186.41805,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0633.png
1.88E+06,0.0093333,4,-113.0922,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0634.png
1.89E+06,0.1346,-1,-326.0985,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0635.png
1.89E+06,0.12007,-1,-333.3525,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0636.png
1.89E+06,0.032767,-1,-310.986,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0637.png
1.90E+06,0.1388,-1,-382.5315,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0638.png
1.90E+06,0.13197,1,-319.605,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0639.png
1.90E+06,0.0086,2,-295.3665,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0640.png
1.90E+06,0.0042,3,-127.96095,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0641.png
1.90E+06,0.0063,4,-32.7093,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0642.png
1.90E+06,0.013967,5,-81.51195,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0643.png
1.91E+06,0.1995,-1,-331.2075,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0644.png
1.91E+06,0.14317,-1,-350.727,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0645.png
1.92E+06,0.11177,-1,-337.779,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0646.png
1.92E+06,0.0859,-1,-388.869,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0647.png
1.92E+06,0.0673,1,-275.535,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0648.png
1.92E+06,0.0172,2,-307.8855,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0649.png
1.92E+06,0.11247,-1,-327.522,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0650.png
1.93E+06,0.076467,-1,-240.1035,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0651.png
1.93E+06,0.1804,-1,-329.2965,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0652.png
1.93E+06,0.025067,-1,-323.622,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0653.png
1.94E+06,0.13303,-1,-322.1595,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0654.png
1.94E+06,0.042833,-1,-324.4215,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0655.png
1.94E+06,0.13177,-1,-330.7005,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0656.png
1.94E+06,0.074233,-1,-327.3075,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0657.png
1.95E+06,0.039433,-1,-332.1435,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0658.png
1.95E+06,0.2567,-1,-383.7015,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0659.png
1.96E+06,0.085267,1,-282.4965,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0660.png
1.96E+06,0.0075,2,-218.868,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0661.png
1.96E+06,0.0046,3,-288.132,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0662.png
1.96E+06,0.0070333,4,-41.00655,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0663.png
1.96E+06,0.17587,-1,-353.028,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0664.png
1.96E+06,0.064467,-1,-340.041,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0665.png
1.97E+06,0.0911,-1,-321.087,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0666.png
1.97E+06,0.0406,-1,-330.447,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0667.png
1.97E+06,0.21353,1,-298.8375,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0668.png
1.97E+06,0.0049333,2,-270.582,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0669.png
1.97E+06,0.008,3,-155.80305,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0670.png
1.97E+06,0.0179,4,-188.9511,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0671.png
1.97E+06,0.0054667,5,-36.9135,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0672.png
1.98E+06,0.0095667,6,-54.6273,NaN,NaN,200,1,http://web.media.mit.edu/~bdallen/spike0673.png
1.98E+06,0.062,1,-44.23185,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0674.png
1.98E+06,0.012933,2,-44.79345,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0675.png
2.00E+06,0.75623,1,-362.778,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0676.png
2.00E+06,0.0076333,2,-306.657,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0677.png
2.00E+06,0.0049,3,-146.91105,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0678.png
2.00E+06,0.0091,4,-80.3517,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0679.png
2.01E+06,0.24407,-1,-397.8975,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0680.png
2.01E+06,0.1622,-1,-387.6405,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0681.png
2.02E+06,0.13887,-1,-350.4345,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0682.png
2.02E+06,0.11737,-1,-323.7585,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0683.png
2.02E+06,0.0284,-1,-336.7845,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0684.png
2.02E+06,0.028267,-1,-311.727,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0685.png
2.03E+06,0.26797,1,-366.6195,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0686.png
2.03E+06,0.015533,2,-255.3135,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0687.png
2.03E+06,0.0068333,3,-155.48325,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0688.png
2.03E+06,0.0089333,4,-134.66505,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0689.png
2.03E+06,0.017667,5,-74.06685,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0690.png
2.03E+06,0.0111,6,-55.79925,NaN,NaN,200,1,http://web.media.mit.edu/~bdallen/spike0691.png
2.03E+06,0.014,7,-27.2688,NaN,NaN,200,1,http://web.media.mit.edu/~bdallen/spike0692.png
2.05E+06,0.58053,1,-275.9445,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0693.png
2.05E+06,0.017267,2,-314.574,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0694.png
2.05E+06,0.0045667,3,-166.76595,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0695.png
2.05E+06,0.0060667,4,-173.6787,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0696.png
2.06E+06,0.41573,1,-361.569,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0697.png
2.06E+06,0.011433,2,-325.611,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0698.png
2.06E+06,0.0070667,3,-238.7775,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0699.png
2.07E+06,0.35723,-1,-286.3965,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0700.png
2.08E+06,0.0951,-1,-343.278,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0701.png
2.08E+06,0.029567,-1,-360.1065,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0702.png
2.08E+06,0.106,-1,-281.1315,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0703.png
2.09E+06,0.22327,-1,-281.775,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0704.png
2.09E+06,0.1742,1,-357.2205,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0705.png
2.09E+06,0.0081333,2,-318.63,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0706.png
2.09E+06,0.0047667,3,-163.16235,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0707.png
2.09E+06,0.0068667,4,-29.65365,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0708.png
2.09E+06,0.010033,5,-42.7401,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0709.png
2.10E+06,0.21793,-1,-279.357,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0710.png
2.12E+06,0.5741,-1,-294.372,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0711.png
2.12E+06,0.12013,1,-340.4895,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0712.png
2.12E+06,0.017267,2,-387.543,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0713.png
2.12E+06,0.076867,-1,-439.0425,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0714.png
2.13E+06,0.078133,-1,-326.274,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0715.png
2.13E+06,0.10567,-1,-252.1935,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0716.png
2.13E+06,0.098567,-1,-286.0845,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0717.png
2.13E+06,0.0524,-1,-327.21,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0718.png
2.14E+06,0.2026,-1,-361.4715,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0719.png
2.14E+06,0.1131,-1,-261.7485,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0720.png
2.15E+06,0.0513,1,-259.5645,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0721.png
2.15E+06,0.010133,2,-276.2955,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0722.png
2.15E+06,0.0088667,3,-198.471,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0723.png
2.15E+06,0.1275,-1,-450.606,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0724.png
2.15E+06,0.026933,-1,-287.0985,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0725.png
2.15E+06,0.13007,-1,-346.6515,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0726.png
2.16E+06,0.059467,-1,-329.94,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0727.png
2.16E+06,0.041167,-1,-364.5135,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0728.png
2.17E+06,0.25717,-1,-340.665,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0729.png
2.17E+06,0.13623,-1,-344.8575,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0730.png
2.18E+06,0.20917,1,-344.6235,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0731.png
2.18E+06,0.0155,2,-330.3105,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0732.png
2.18E+06,0.0050667,3,-208.065,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0733.png
2.18E+06,0.0067,4,-94.65105,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0734.png
2.18E+06,0.013867,5,-93.08715,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0735.png
2.20E+06,0.8727,-1,-362.9925,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0736.png
2.21E+06,0.15443,-1,-364.065,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0737.png
2.22E+06,0.35967,-1,-275.7105,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0738.png
2.22E+06,0.14607,-1,-322.842,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0739.png
2.23E+06,0.11447,-1,-378.066,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0740.png
2.23E+06,0.03,-1,-264.9465,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0741.png
2.23E+06,0.1401,-1,-270.1725,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0742.png
2.23E+06,0.0611,-1,-270.9915,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0743.png
2.23E+06,0.049233,-1,-355.3875,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0744.png
2.24E+06,0.096067,-1,-337.818,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0745.png
2.24E+06,0.041933,-1,-310.167,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0746.png
2.24E+06,0.063367,-1,-311.0055,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0747.png
2.24E+06,0.0704,-1,-272.1615,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0748.png
2.24E+06,0.0411,-1,-372.567,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0749.png
2.25E+06,0.0649,-1,-308.6655,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0750.png
2.25E+06,0.037667,-1,-341.1525,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0751.png
2.25E+06,0.090533,-1,-322.3935,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0752.png
2.25E+06,0.13513,-1,-339.066,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0753.png
2.25E+06,0.026833,1,-323.583,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0754.png
2.26E+06,0.0174,2,-241.761,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0755.png
2.26E+06,0.0082,3,-186.51165,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0756.png
2.26E+06,0.0048,4,-67.2945,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0757.png
2.26E+06,0.011933,5,-65.9178,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0758.png
2.26E+06,0.0129,6,-19.353555,NaN,NaN,200,1,http://web.media.mit.edu/~bdallen/spike0759.png
2.26E+06,0.18303,-1,-331.266,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0760.png
2.26E+06,0.084733,-1,-290.4525,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0761.png
2.27E+06,0.046333,-1,-247.9035,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0762.png
2.27E+06,0.13203,-1,-320.073,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0763.png
2.27E+06,0.025533,-1,-319.02,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0764.png
2.27E+06,0.064233,-1,-283.842,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0765.png
2.27E+06,0.063,-1,-351.039,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0766.png
2.28E+06,0.0908,-1,-324.636,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0767.png
2.28E+06,0.1214,-1,-345.774,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0768.png
2.28E+06,0.1085,-1,-312.78,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0769.png
2.29E+06,0.2287,1,-389.7465,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0770.png
2.29E+06,0.0084667,2,-246.012,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0771.png
2.29E+06,0.0040333,3,-90.52485,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0772.png
2.29E+06,0.0069667,4,-41.4219,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0773.png
2.30E+06,0.14883,-1,-353.7885,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0774.png
2.30E+06,0.029867,-1,-338.6955,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0775.png
2.30E+06,0.080567,-1,-275.2425,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0776.png
2.30E+06,0.097833,1,-354.666,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0777.png
2.30E+06,0.008,2,-219.6675,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0778.png
2.31E+06,0.095,-1,-241.059,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0779.png
2.31E+06,0.0422,-1,-245.388,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0780.png
2.31E+06,0.094767,-1,-330.837,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0781.png
2.31E+06,0.15143,-1,-332.9625,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0782.png
2.32E+06,0.1142,1,-337.74,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0783.png
2.32E+06,0.0066667,2,-280.4685,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0784.png
2.32E+06,0.0057667,3,-160.83015,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0785.png
2.32E+06,0.0098333,4,-140.4741,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0786.png
2.32E+06,0.0123,5,-45.71775,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0787.png
2.32E+06,0.015633,6,-159.77325,NaN,NaN,200,1,http://web.media.mit.edu/~bdallen/spike0788.png
2.32E+06,0.0216,-1,-177.8439,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0789.png
2.33E+06,0.38403,-1,-342.147,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0790.png
2.33E+06,0.1208,-1,-332.8455,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0791.png
2.34E+06,0.12237,-1,-355.4655,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0792.png
2.34E+06,0.046567,-1,-331.812,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0793.png
2.34E+06,0.051733,-1,-368.8425,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0794.png
2.34E+06,0.10753,-1,-323.4855,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0795.png
2.35E+06,0.16433,-1,-356.0115,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0796.png
2.35E+06,0.070933,-1,-354.705,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0797.png
2.36E+06,0.3086,-1,-334.7175,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0798.png
2.36E+06,0.0486,-1,-271.128,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0799.png
2.37E+06,0.1303,-1,-342.5955,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0800.png
2.37E+06,0.027367,-1,-333.0405,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0801.png
2.37E+06,0.19053,-1,-303.6345,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0802.png
2.38E+06,0.0874,1,-334.2885,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0803.png
2.38E+06,0.011133,2,-248.4105,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0804.png
2.38E+06,0.010467,3,-165.9645,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0805.png
2.38E+06,0.1531,-1,-347.49,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0806.png
2.38E+06,0.028433,-1,-329.4525,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0807.png
2.38E+06,0.020367,1,-228.501,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0808.png
2.38E+06,0.0078,2,-168.9792,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0809.png
2.38E+06,0.0091667,3,-153.15105,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0810.png
2.38E+06,0.0066667,4,-40.21875,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0811.png
2.39E+06,0.17197,-1,-310.518,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0812.png
2.39E+06,0.1744,-1,-282.4185,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0813.png
2.40E+06,0.24377,-1,-356.187,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0814.png
2.42E+06,0.51277,1,-349.596,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0815.png
2.42E+06,0.015767,2,-331.071,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0816.png
2.42E+06,0.0039,3,-184.8522,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0817.png
2.42E+06,0.0074333,4,-117.5616,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0818.png
2.42E+06,0.22707,1,-355.446,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0819.png
2.42E+06,0.0058667,2,-289.7895,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0820.png
2.42E+06,0.0075667,3,-216.4305,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0821.png
2.42E+06,0.0086,4,-72.53415,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0822.png
2.43E+06,0.2345,-1,-356.382,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0823.png
2.44E+06,0.16123,1,-365.82,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0824.png
2.44E+06,0.0073333,2,-297.5115,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0825.png
2.44E+06,0.0046667,3,-149.4402,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0826.png
2.44E+06,0.0098333,4,-130.5096,NaN,NaN,200,0.65,http://web.media.mit.edu/~bdallen/spike0827.png
2.44E+06,0.0139,5,-104.45955,NaN,NaN,200,0.85,http://web.media.mit.edu/~bdallen/spike0828.png
2.44E+06,0.016033,6,-56.07615,NaN,NaN,200,1,http://web.media.mit.edu/~bdallen/spike0829.png
2.44E+06,0.0143,7,-35.8878,NaN,NaN,200,1,http://web.media.mit.edu/~bdallen/spike0830.png
2.45E+06,0.4016,1,-368.433,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0831.png
2.45E+06,0.0063333,2,-289.458,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0832.png
2.46E+06,0.20617,-1,-377.286,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0833.png
2.46E+06,0.079,-1,-349.401,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0834.png
2.46E+06,0.0561,-1,-424.983,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0835.png
2.46E+06,0.12977,-1,-272.532,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0836.png
2.47E+06,0.048567,-1,-347.178,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0837.png
2.47E+06,0.098533,-1,-336.297,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0838.png
2.47E+06,0.054733,-1,-355.914,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0839.png
2.47E+06,0.023767,1,-273.858,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0840.png
2.47E+06,0.0121,2,-348.3285,NaN,NaN,200,0.25,http://web.media.mit.edu/~bdallen/spike0841.png
2.47E+06,0.0044,3,-56.05665,NaN,NaN,200,0.45,http://web.media.mit.edu/~bdallen/spike0842.png
2.47E+06,0.022233,-1,-118.60875,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0843.png
2.48E+06,0.2893,-1,-356.2455,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0844.png
2.49E+06,0.33487,-1,-376.116,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0845.png
2.49E+06,0.0283,-1,-352.365,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0846.png
2.50E+06,0.28707,-1,-423.462,NaN,NaN,200,0,http://web.media.mit.edu/~bdallen/spike0847.png
2.51E+06,0.17063,1,-363.5775,NaN,NaN,200,0.1,http://web.media.mit.edu/~bdallen/spike0848.png
